,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
172,16987,3117,22233,3652,1383,6021,3232,3818,3430,275,8183,8804,3420,5433,10033,2826,23746,5561,5283,4978,4191,7179,910,4460,6845,1,2642,6774,2691,5993,2727,1960,20969,2115,1229,7783,5065,3111,4214,1432,5651,9786,1081,4929,5776,5685,1057,1924,6097,15676,12863,2024,31356,12397,1651,4004,1160,278,7046,3135,92598,3867,5280,23383,7036,2943,464,483337,3088,2116,1,10133,2026,13820,3376,855,2125,2745,2985,2245,2985,2651,32089,4589,1446,13112,1291,3082
173,4586,215,3690,766,1664,810,1310,439,352,170,2543,1062,295,2085,1719,257,8159,530,1564,727,1070,842,109,650,2576,538,256,1032,633,1714,175,794,4536,87,686,2338,320,1678,723,314,358,930,445,495,700,1483,354,303,2623,2090,4008,495,7187,1208,1674,565,359,261,1366,783,24202,1225,744,4182,2051,899,425,46581,761,825,929,1906,958,1842,1152,417,217,1176,752,486,521,263,9123,249,1261,5612,989,893
174,3396,125,5660,805,164,1340,531,352,857,278,4018,702,345,1359,1312,1207,6741,760,902,765,1214,886,175,802,1466,145,390,892,330,1580,571,1422,6435,406,469,1108,1676,1309,746,618,657,828,964,356,1532,1234,356,636,2066,2189,3201,829,4600,1345,1618,817,844,284,1159,1106,30085,473,1038,916,1629,812,380,79223,1177,2063,813,2144,617,1121,1343,774,467,1483,638,396,1007,715,8441,276,587,3220,581,513
175,9521,739,19954,2010,2105,6870,1275,2720,1957,20,9340,4068,3941,4097,7183,1381,27907,5125,6403,1691,1964,7195,267,2223,9817,1562,1494,4593,6457,14640,3437,3248,25915,1849,3367,8680,9782,4970,2077,5770,4226,1347,2775,5454,1800,8686,3433,2223,3116,11640,24347,2583,24327,7727,4853,2592,2769,857,4447,2166,93584,2680,1481,26900,8648,3222,5885,148893,2247,5750,2064,10286,3434,2226,4124,3102,2931,2512,3767,61,2034,1469,41627,2803,4652,24350,0,5985
176,2630,407,2853,504,601,1336,211,302,410,223,1100,1758,373,1389,1662,490,5422,541,650,759,295,378,77,361,797,0,222,654,846,653,313,489,3120,215,391,1023,464,532,758,513,654,610,610,300,721,893,294,427,1698,3449,9845,453,2976,1601,1600,244,956,230,539,604,21185,433,297,8096,1428,763,155,72486,569,1041,1,3025,801,838,488,554,442,1175,231,600,320,145,4416,340,1427,4979,380,691
177,43007,3516,65950,15842,8438,23734,14078,5671,2836,3188,41230,16339,7513,11869,26567,5275,91727,4365,13372,14616,7750,9190,1465,7340,18655,2496,11175,8850,9138,31540,3582,10219,78179,3713,1849,26189,28212,17203,2159,6061,8325,23137,15584,15090,20582,13128,623,5119,20251,33772,31379,2883,93129,21277,12594,10413,6578,3875,15616,11406,270804,13931,15414,41674,51723,9603,6107,987108,12487,31775,21258,9975,8586,24786,10278,10913,5276,12410,13946,4494,8113,5777,104460,10968,11418,71002,9510,12291
178,6839,355,5443,2617,62,1609,347,608,182,517,2069,1025,42,540,1223,845,5677,625,562,2133,973,381,100,284,1044,212,213,350,1163,3029,513,1163,8733,276,585,1433,881,1722,2473,184,482,805,746,0,1297,2165,440,495,3623,778,5923,517,6264,1643,1415,788,0,546,1266,742,30715,346,469,0,341,1068,200,100765,545,1226,1857,1320,1078,411,916,663,885,697,635,627,863,679,17917,171,3750,8392,661,412
179,4144,383,4706,1927,423,1668,572,788,475,613,2409,1098,912,860,3127,566,6391,683,511,1158,1380,287,59,254,673,1,225,453,951,1787,719,1057,6889,292,938,1064,1513,518,1189,270,762,760,592,397,818,2010,620,765,2451,2029,4254,533,5132,1365,1258,485,595,354,921,1032,29067,415,604,480,1341,973,376,88588,760,650,952,2024,782,1055,1004,528,742,1298,474,275,772,922,18337,810,1501,3867,400,428
180,15904,2254,9867,2806,3245,4157,923,638,1254,1255,3192,5017,1074,2985,3679,2818,15890,2069,2856,3682,2712,2563,202,2541,5012,1120,1003,2434,4259,3727,1723,3550,18520,120,1357,6620,324,2962,7952,486,2767,1359,3213,316,2496,4402,2307,3903,11243,5834,5238,2111,25871,6314,5271,1436,613,1553,1367,1846,64068,1472,3681,124,3891,1689,1705,129920,1836,1203,4106,6688,1636,5904,1985,2167,1717,2255,833,1401,1980,2511,44550,200,2320,9609,2795,1495
181,12439,1662,15104,3796,1894,6846,3429,2073,2402,1376,6035,4637,216,2941,2760,1195,16404,2417,2922,4120,4340,2116,138,1280,4729,413,1224,1302,4486,5818,1711,3287,20981,839,2476,5710,5188,5916,2089,1198,2997,3309,3321,0,3413,4671,2590,1962,11860,3856,5972,1712,19014,2789,3913,921,0,2851,2635,1683,57401,3041,2175,4221,4263,1955,1165,180576,3503,2574,5105,8080,2441,1653,3575,3720,1466,3273,2773,1090,5288,1354,49298,129,2402,14510,4230,3568
182,8887,1930,5847,616,92,2325,523,337,2600,836,1328,6507,1816,3823,6039,1308,23656,1620,1886,1829,1101,798,140,526,1043,146,285,883,774,2268,590,1396,6632,1144,774,909,110,1290,2931,4709,1629,2310,1869,614,1866,3489,884,2816,9409,15134,18638,953,7557,5012,3663,2547,2462,1663,1853,1654,69410,1820,218,14932,2181,1662,487,139024,1539,1650,1,5188,1128,618,860,1224,997,4838,674,788,1145,1311,6544,2670,1949,15482,1589,1732
183,6885,8589,18704,17664,4288,5256,8761,3608,7642,3531,25137,13503,12971,7746,24175,3504,69816,9838,8415,13419,11,39852,2937,9407,40267,7574,12989,21693,7753,4640,5979,6084,34769,5687,5923,26500,12799,20654,3763,11777,12492,1741,6851,5770,22420,5540,6641,383,12771,48680,29056,1480,23771,9945,9977,3098,8742,3005,13367,7630,303867,54,2548,55055,32610,1277,5912,396558,5167,4621,1,20658,4420,0,5140,0,1167,8808,4199,3813,40,7255,26150,1744,4866,6497,7238,11294
184,435,81,490,101,163,223,40,56,51,20,329,78,40,146,194,80,883,87,135,99,126,2663,121,980,2130,788,1276,1791,163,244,42,91,1087,33,78,165,179,287,122,43,36,106,130,70,131,106,34,95,264,311,814,51,2128,241,172,65,101,44,263,106,2575,42,181,1009,245,161,48,8525,104,114,43,323,154,308,115,82,52,115,52,29,47,80,1229,100,123,453,53,94
185,1043,100,542,32,1,124,101,87,158,144,256,1133,117,260,453,109,2677,127,144,145,111,131,14,65,146,13,15,142,88,154,33,138,582,127,100,136,0,28,550,801,213,249,166,0,197,362,322,207,1513,1890,1842,96,915,976,443,237,220,165,142,164,5466,150,39,772,248,158,101,28332,182,87,0,625,190,1,135,199,54,448,101,298,140,80,463,155,352,1824,92,226
186,5391,693,7178,1837,1439,2101,616,1179,385,45,8596,859,362,1383,2584,400,9738,1375,1519,1871,2261,1803,198,1098,3647,727,817,1557,2365,751,292,1754,7413,162,1679,4957,447,4275,757,1072,1165,1733,1158,1985,1493,3254,10,1229,5840,6670,6502,378,8968,1965,1611,776,494,1193,1293,1201,30877,1094,1016,4248,3342,1359,984,85932,517,1150,1237,2184,1006,3986,2314,538,564,2102,1006,336,127,826,13737,347,1522,5859,1114,1156
187,5709,1466,6546,980,985,1520,798,1,2227,554,3922,1808,1028,2560,4262,2005,7161,2247,815,1244,1988,1911,177,2933,4227,108,706,4101,1292,2810,2388,696,10643,308,265,2898,2594,4067,261,966,2091,3635,2999,1775,392,2604,588,453,1971,5729,14393,791,7237,2135,621,1762,701,0,2194,1077,23484,1029,1782,9963,2578,1357,1155,142317,2045,1648,316,3154,2020,5167,1435,202,653,1397,892,427,374,560,10659,885,796,8724,286,632
188,13562,813,8656,3667,53,2749,1213,1175,956,822,5824,2110,187,898,3207,1174,12418,1077,1534,3695,1759,435,146,497,712,78,511,691,1272,3469,1794,2257,16878,449,1267,3556,2710,2649,2564,695,392,1109,967,0,1688,2100,786,1128,5051,3348,9719,1001,14665,4517,2138,1004,1,937,2237,1762,56142,1229,1487,0,3059,3237,620,118838,1540,2297,1635,2252,2574,2533,1498,1354,1450,733,1248,938,2535,1114,25491,796,1938,7568,929,987
189,5217,790,6502,3390,451,2295,493,1022,486,364,7409,3283,426,983,1741,1136,10591,1452,1131,3527,1201,764,136,542,1683,341,379,622,2259,2493,660,2125,10441,675,869,2437,2759,2044,655,464,1174,2437,3082,359,2641,2260,654,596,6238,2357,3366,393,16281,3229,2198,1500,0,493,1793,520,36711,1225,2473,2775,2099,1165,989,148687,857,1697,3017,4884,1541,1951,2761,1605,780,728,459,459,2233,430,31197,265,2304,8139,617,1290
190,4395,1860,8706,3094,3510,4128,1243,944,1169,406,3472,2950,2125,4543,3556,1026,13984,2185,3773,4731,3094,2816,591,3021,5908,252,881,3589,2280,2955,974,1308,21880,1276,1505,3181,4427,827,974,2995,2093,2104,2087,2142,1784,4516,297,1536,1944,4331,8674,2233,8478,6880,1755,2363,1109,2339,1925,1853,53462,2969,662,6751,4574,760,2965,262203,1647,1502,1354,2959,593,4316,3552,1463,1512,1449,1320,61,1524,1063,17350,1248,1027,8800,731,2432
191,4356,578,3584,760,2556,2047,194,512,447,443,2218,1852,488,1466,1023,377,5796,861,737,860,905,1021,211,724,1180,72,388,1176,521,1569,439,1153,4721,283,232,1671,16,393,1360,521,413,1115,1116,595,493,1326,262,142,1519,3402,9232,336,4300,1207,472,499,577,642,761,696,19469,657,403,2183,2032,805,136,54291,998,1149,1,2124,632,667,811,989,324,1387,698,278,1188,690,5645,305,915,4993,203,484
192,588,330,1499,0,2,20,0,1,0,4089,1,0,0,0,0,0,0,0,0,0,1552,13356,730,6773,8901,2872,4302,7542,2855,0,0,0,5432,1,1,1,65,0,2,1,1,1,0,0,2,0,0,0,0,0,3,0,5024,667,1,0,0,0,0,0,2,0,1,1,0,0,0,5692,0,0,1,0,290,0,1,0,0,0,0,0,0,938,1,0,696,1,0,0
193,8990,813,9102,985,773,2363,110,1239,859,309,2470,2201,1117,1418,2510,579,10693,836,1501,1846,1252,1940,128,673,2232,149,1087,1007,1469,2608,487,706,7110,136,714,2902,667,3397,3038,443,1069,1432,1497,497,675,1421,615,585,6329,3939,6054,1207,13624,1636,925,1381,660,1349,1311,865,36292,1082,1412,804,3245,2139,538,81787,755,2003,1,3591,632,1549,664,1007,526,2894,754,384,212,468,19641,662,1419,3509,490,703
194,7994,652,4261,522,798,1990,639,472,817,61,2128,1491,982,979,1391,462,6570,436,1727,630,1067,1171,214,748,1941,13,418,947,1797,1247,421,890,4370,487,186,1552,1905,1095,1512,1049,587,1080,991,1315,536,1607,213,1060,4094,1380,5575,996,6189,1449,1183,615,738,227,531,717,22542,748,474,4873,2761,947,436,60859,638,810,898,2194,815,990,1338,508,433,2100,645,191,577,252,10211,691,130,3400,519,559
195,200,6696,21435,4565,16532,3475,10087,1710,16107,862,21612,13487,2600,3670,12008,4505,43614,12676,4711,8354,528,32231,5747,14371,37525,4200,6484,26688,26106,2848,4397,3460,26679,1047,1313,15303,0,18184,3661,10124,6812,10912,1470,5859,10338,11534,2604,342,164,37838,19628,4730,48348,2664,3907,7663,10129,2454,10783,1265,150836,2324,4760,23406,20948,399,4468,357481,12371,7740,1,6759,201,5810,4,2307,1825,18751,1605,588,2146,2436,25843,2104,10258,0,3940,2092
196,6221,3240,10696,1099,219,3117,1917,1294,1225,184,6846,4496,1584,4343,2898,1370,12354,1567,1842,1542,1249,1286,63,852,1501,1086,637,792,1939,3730,544,1327,5419,891,1267,1618,4866,2663,2825,1302,1141,1200,930,814,1159,2311,1354,1869,7084,4776,10364,522,13173,3971,3142,1590,896,510,2617,1806,48278,1648,706,19689,5927,1624,195,115118,1458,1924,186,7087,1879,1845,456,966,873,2750,988,572,1486,475,25461,1606,1776,7420,1384,1428
197,1768,213,2205,1759,334,1579,262,529,273,136,1387,649,127,761,2007,484,3698,726,829,1462,1104,628,159,508,1309,514,284,976,281,1988,280,634,5359,231,501,1124,462,619,1487,190,366,698,317,38,835,737,388,432,2103,1937,3233,505,2954,839,595,385,18,563,574,804,24693,517,621,32,987,552,327,61199,749,845,1007,1520,577,913,658,629,132,1074,279,262,1187,408,11156,406,850,4080,393,196
198,4122,179,2980,566,628,2264,254,590,32,163,375,850,502,759,1029,252,4563,483,504,363,678,1350,137,726,2142,323,427,1063,538,1032,227,699,2291,90,233,1607,600,1381,282,609,161,158,483,134,393,547,332,165,1266,2784,3388,559,5317,829,497,62,203,299,517,805,11134,195,702,2084,1609,660,294,38626,13,477,2,1507,98,914,59,549,123,885,554,207,754,110,4540,586,573,5467,593,289
199,3226,4,2078,710,874,874,214,374,357,194,1065,847,904,598,1089,168,4965,615,917,1056,684,456,137,740,1258,164,195,1291,322,975,336,432,4256,126,482,1070,1159,848,207,552,702,538,461,479,367,877,257,691,1743,2328,2818,271,4928,1196,875,425,478,423,1063,440,15868,235,494,2711,1546,528,277,49197,497,267,653,1480,662,28,259,177,433,1007,597,473,558,320,4692,192,1397,2555,392,212
200,9528,2699,19013,5830,3917,3158,2323,1655,3064,1051,4678,4039,2653,5913,4490,2328,15061,1949,5533,3479,4253,2288,147,2355,6291,240,418,2718,3453,3899,2033,4280,22585,1270,2069,4401,3027,5227,3345,1095,1732,2897,3109,2529,4056,6894,2030,613,9104,8835,4801,1049,16939,4947,5082,3189,628,1897,2483,1740,53248,894,3804,940,7772,2288,2581,182350,4377,2931,4354,5687,2302,3465,1593,2468,1853,3058,1833,892,430,1581,45351,323,7740,19023,2498,3371
201,25768,17141,65378,8509,18577,33240,14313,9656,9418,3351,31305,24610,4595,11400,17874,1603,104873,7613,11693,6012,11978,8665,1512,7467,15420,6833,3738,10675,11916,20344,4371,15475,62954,4514,7790,19271,7907,11678,9207,12616,14832,23948,6332,9853,6697,10556,11054,5470,22462,41732,44799,2419,60604,16818,9651,8085,11416,4388,10526,10246,222320,9725,4540,74864,33201,9414,4180,867162,13371,8156,0,18734,10529,3507,6922,5429,6084,419,8477,16600,6210,4060,66935,20769,6159,33383,4012,11921
202,6047,831,7101,3129,101,2209,852,551,777,249,2389,1631,225,1408,3300,1093,9267,525,649,2732,1313,937,68,548,1686,0,189,1259,1504,2674,520,1814,8421,246,935,2517,2091,3270,2472,429,737,784,517,374,1878,2249,1225,730,7371,1715,4571,675,8318,3300,2389,1105,271,854,1590,1573,38360,455,590,103,2294,1323,534,71960,1409,1192,1074,3624,802,1632,1772,567,503,1263,1347,638,1463,837,32057,302,1824,6729,839,1201
203,3,0,0,2,0,0,1,0,0,2079,1,1,0,0,0,0,0,0,0,0,1,93479,11434,53602,95032,17630,12467,102405,11,0,0,0,12315,13,1,0,0,1,72,0,1,2,1,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,98972,0,1,0,0,0,0,0,0,0,0,2,0,0,3987,0,0,0,0,0,0
204,9586,1668,10699,7896,1835,5075,521,2099,3600,681,9896,5321,650,2800,5575,1626,16611,3287,2746,3955,4919,2687,172,1090,1961,351,805,1792,5150,3854,1523,2032,22731,799,2854,7661,1447,8118,6334,2422,2174,6347,4394,1695,4513,5876,2241,2387,8854,7808,2782,3737,25855,5388,2926,3035,783,2331,2663,2563,73484,1422,2720,9967,7073,1639,1594,237341,2007,2524,3569,7671,2573,3911,2984,2630,2808,3848,1043,1716,2945,1286,48778,488,2217,12410,2658,2546
205,8070,975,8051,355,1263,4279,1072,919,1457,559,3161,6679,2063,3566,3681,1049,18688,1232,1255,1319,1161,679,103,461,1865,0,315,466,1021,2280,826,1443,6694,1180,1109,1487,208,717,3511,1451,1181,917,1098,1306,2107,2277,1175,585,4420,9500,8102,463,10617,4447,2231,1761,1464,300,2470,1396,36814,1663,457,13106,3342,1575,461,91941,1573,956,0,3538,828,977,720,1680,507,2592,1642,884,1683,301,11535,2819,1188,7604,541,1214
206,16149,2452,10910,1229,399,4586,680,1530,1524,1051,3491,10669,2086,1932,9533,1730,34276,1506,1342,2923,2129,611,67,265,1383,1,320,481,1569,3614,1163,1616,8610,542,2050,2040,1269,1169,7366,681,1046,2291,2118,29,2493,4718,3581,4375,23817,15916,22637,850,20959,9055,7043,2428,2591,1439,2388,4057,97704,2183,896,1436,2109,2790,1181,184651,2105,2162,1183,4568,1671,1186,2642,1951,892,4341,861,3671,2544,779,24579,2732,4083,13854,2026,2581
207,5917,972,7103,5500,2939,1890,652,3213,1905,1294,16025,2951,341,4970,2861,720,14309,4273,2017,4928,2804,3374,364,2106,5159,1315,546,2621,2896,2484,748,4711,14776,775,1447,6866,2246,6057,3061,2142,5407,5703,5858,1773,2755,3744,2616,1028,5224,4524,4054,2281,22506,6276,3167,2759,287,2114,4641,605,36832,1084,2318,19319,6347,1219,1235,68306,562,2755,486,6904,928,1840,1074,2162,1741,2236,936,1153,549,1071,32823,1024,2883,9403,588,2526
208,3405,653,5432,1787,618,2303,1181,168,464,521,4192,1205,178,1160,1538,638,5307,1102,1068,1909,1660,1937,182,1143,1763,363,535,2298,1491,2398,802,1458,11098,538,799,2416,1059,1845,558,699,1223,3079,1037,956,2159,1089,629,103,1958,3205,8253,717,5177,6692,2138,920,940,691,1136,287,23178,685,34,309,2008,926,338,185111,296,1808,218,2592,1551,1660,676,1027,1232,1466,837,741,542,928,10768,958,363,3025,436,840
209,5374,372,3936,2044,990,1647,362,112,541,519,2710,2070,817,2284,1633,1017,5689,801,784,2105,1410,1339,145,1651,2489,154,266,1204,1133,1453,411,924,5912,533,638,1301,2110,1184,801,677,2648,2455,1571,484,1671,2249,1084,532,2808,2540,7953,489,4333,3180,998,1828,439,147,960,1143,16817,881,866,9518,2294,886,675,156397,884,1064,1,815,894,2039,209,341,893,2376,230,598,664,1088,5966,1099,2237,3372,255,806
210,13432,1171,21615,6439,1108,11415,1673,2719,3717,647,8831,17597,948,6739,9751,2139,49968,5654,4352,8288,8341,5414,511,3711,7291,599,1363,3145,7447,13784,3472,9701,33331,1306,3221,13940,3335,11987,6061,1859,3511,9118,6729,3663,7282,11558,5239,6385,20510,27433,9336,1420,57545,16339,13951,4604,2595,1287,8626,2811,206801,7527,6183,11419,15381,14658,2206,291414,11705,6096,4261,12320,5706,635,5949,5708,4189,9286,3621,1671,3120,4822,86365,4262,9564,30016,2495,5112
211,6238,908,7400,645,325,2419,1061,569,1492,846,3235,3299,717,1492,2377,801,9623,1368,1779,940,3687,1773,164,994,1743,0,244,2284,2880,1941,722,1616,13199,674,1138,2979,1270,2833,1465,693,1645,2439,1986,478,1345,1284,1204,794,2963,5448,7238,1246,19102,3615,2364,320,657,1388,2220,1843,42593,1070,975,2346,3608,2220,909,119639,2401,203,0,3073,3522,3083,2010,1185,643,1445,799,424,782,528,13410,1141,3372,9137,551,2802
212,13306,5313,11960,2347,1074,5575,1073,2208,1833,573,2165,6132,2902,3940,4891,714,19196,2772,2306,1299,1772,1600,759,2816,4183,615,435,1611,3515,3316,3248,2221,11700,1596,1855,3491,911,1616,2814,1503,4898,5171,3576,1802,2316,3392,3158,2490,7113,12750,31137,1323,9504,4352,4362,2377,1849,511,2860,2374,60475,2178,1440,15741,7196,2019,1771,329835,1089,4470,0,8032,3431,1812,1187,1116,1651,1821,3616,484,1013,1498,14781,2448,1958,8960,500,1898
213,11521,1069,6990,1632,2145,2659,403,1605,2789,657,19,2545,1677,4186,5839,97,13550,4997,1951,3235,2051,2178,851,2300,4756,0,968,3740,2402,5142,3049,1410,23934,650,737,5574,3680,3490,3696,2503,2161,6010,3086,1010,4290,2613,2199,306,6867,6152,26676,3512,26416,7551,4003,3514,1878,0,3105,2007,57699,2813,638,13331,5738,1511,1367,304359,2781,3217,1,5318,3206,1840,1918,1087,1473,2130,512,592,2761,1085,12895,3338,1376,10348,2150,1576
214,3221,273,2572,784,324,1119,360,491,951,487,1186,700,496,844,1500,271,6177,533,875,400,1611,447,69,405,845,46,44,697,920,1493,382,283,6039,149,140,1222,504,680,238,181,378,381,237,743,896,681,569,231,1176,1857,2785,499,7393,1036,919,387,664,142,672,717,20115,517,436,93,1437,775,174,71994,654,384,462,1567,1150,1109,603,397,424,783,518,214,341,536,4667,273,884,2005,239,540
215,6448,848,4564,1670,808,2061,927,626,1380,11,3778,668,353,1794,1384,700,6843,1332,1262,1780,1017,1703,205,727,1986,126,609,1503,841,1147,625,842,7551,199,391,1643,597,1524,1713,922,484,588,391,1242,636,1557,521,364,1792,2033,8749,705,7495,2236,977,650,797,696,1016,1483,21266,197,495,78,2417,815,979,66844,438,975,1097,1506,966,801,890,554,1083,1619,347,338,943,599,9700,680,1918,4537,826,462
216,16771,2792,19574,9033,259,5011,1198,2803,3252,826,8677,4768,0,1929,9661,2668,28047,1841,1784,4809,8651,3353,433,1665,4778,1012,1015,3048,3530,4729,2277,6507,31652,673,4498,11701,2243,5268,13047,925,2119,4706,5600,0,4697,3552,2041,1451,14983,11205,8919,1422,37911,7130,5575,2622,553,2970,6011,1288,95003,1799,2083,0,5918,4724,1966,234909,4523,3764,7114,8607,2143,6542,4124,3149,2724,3888,2219,1590,1736,2069,65197,1037,5023,16019,3395,3727
217,6057,540,6861,2135,2482,2195,1917,752,1593,399,2653,1683,199,2072,4661,663,9024,2311,1837,3117,1290,3172,165,2136,3031,587,613,3863,1922,2991,1948,1738,18429,1195,463,2680,3898,1776,4,1262,3411,1747,3072,26,1471,2194,808,617,5477,3686,9622,1082,11521,4380,2194,1808,137,1206,1139,636,25503,554,372,9429,2820,907,1320,178234,2590,1695,35,5407,1655,3954,1039,395,959,619,1167,452,1710,1106,15716,1487,2447,5908,736,1577
218,6537,371,6500,1223,1263,1825,941,605,832,327,4274,1833,1004,1558,1751,173,6753,844,1040,1103,663,1840,109,757,1503,318,322,1055,967,876,538,617,5391,325,1334,2242,1136,1307,2254,789,588,1347,780,1282,931,981,517,933,1686,3769,3508,696,8443,1592,1948,945,920,671,1549,736,28919,557,505,2205,1405,1061,774,55576,859,889,0,2665,735,1887,1667,1601,444,1920,3,125,1230,330,11312,706,1655,10658,2,808
219,1649,116,775,475,225,111,86,95,51,57,347,424,53,104,237,121,990,130,103,333,162,203,24,137,244,0,22,84,143,58,51,210,1526,79,95,187,12,359,131,40,123,168,57,88,251,184,50,99,457,364,670,111,1371,270,250,86,84,66,290,151,3253,40,178,6,388,48,13,6108,75,135,234,563,161,55,26,161,196,75,53,39,80,105,2514,14,556,1352,26,109
220,3677,526,2951,969,377,824,201,372,157,367,995,1459,368,877,1100,296,2922,972,644,743,737,994,109,657,1524,169,358,856,973,1615,457,1139,3832,376,162,913,199,704,575,713,323,384,434,326,409,1322,306,358,1258,3264,8409,381,2834,1451,1068,152,234,0,759,528,18141,293,254,1875,1491,549,402,41704,1114,506,142,1005,400,412,833,740,386,1069,348,531,1261,437,4185,842,610,2826,625,402
221,6423,810,4796,1911,2305,1794,1319,932,1258,585,1672,3086,619,2403,3381,438,8513,1452,2039,1657,1155,1371,139,771,1774,610,507,1765,1466,2599,565,1450,9747,1512,1071,1589,1459,1120,398,1046,1345,152,685,1117,1766,1794,2129,1666,2675,4641,12866,916,8379,1767,3845,1375,1105,792,457,1328,29318,1322,177,6098,4520,1701,738,74960,1242,2548,2,3659,1320,1123,1182,1679,552,2863,588,651,1693,789,11329,1589,2212,8927,1094,1247
222,14319,2118,12725,1933,5789,5873,1164,129,2650,647,6505,2313,1900,3141,4842,1288,23465,5002,3732,3973,5161,2855,557,2875,6081,448,855,3155,2748,5980,963,2519,22316,609,1951,6286,5511,7766,1517,887,5004,3873,5831,5386,1902,7425,2086,766,7725,9486,5305,3017,22198,9627,6409,2477,953,1241,1403,1579,70062,2419,4094,9037,10633,1384,1414,156391,4138,1725,433,7714,3502,6156,4530,1246,2175,3223,1931,1574,1802,876,26244,1710,3043,14369,4004,1795
223,1154,3292,7554,2522,4883,322,14,1148,21,2287,8805,7647,3926,2826,4157,3204,11283,6961,3319,2347,2113,18064,2005,6126,11520,3913,1570,4124,7915,1922,1126,7747,12098,1523,586,5230,830,1425,1,3826,4719,3362,1074,2304,3830,3229,741,1712,3049,20810,2756,1443,18538,6214,4700,3155,3734,0,2208,6155,69242,2128,81,46078,15266,2419,2457,52582,7459,2694,0,13653,1820,0,0,4916,1845,3881,1263,3531,233,2337,10242,2139,960,1298,3728,4039
224,4885,1,10904,1389,1149,5783,1265,761,3940,620,1547,6124,1255,3543,5198,681,14361,2681,3739,2277,5172,2498,364,1450,5098,846,1731,3148,3654,3703,1014,1068,13457,808,1209,5191,1011,1607,1752,2947,3318,4780,4191,4500,1851,3069,2321,1774,12403,7814,8418,1702,17898,2491,2953,2242,1093,2035,3761,1488,60207,1209,2085,16763,11915,31,1523,137252,3754,2676,0,7221,3671,2767,2625,1589,1735,4979,2217,2,1873,977,15143,1179,976,14952,1708,1429
225,27312,3467,32826,4367,2384,14433,6493,2513,8572,2604,10956,17388,4574,11451,21320,2402,70626,4929,6943,8175,6180,5516,401,2834,5862,2464,2216,4607,6573,18417,1501,4897,20982,4609,3952,11563,15819,9597,8775,6501,9134,7131,3564,4581,6593,6417,9461,8427,29479,31414,87618,5220,47895,30189,7995,17736,3951,5519,5722,6669,273009,17026,4677,58199,26264,7068,3679,235456,8234,11790,1,11209,5586,7969,5329,5425,1521,8857,6959,4696,2428,2172,101440,15634,2878,33685,9154,6152
226,32693,6715,44889,37074,4192,20302,12327,3046,12184,4116,35817,11529,3430,12089,26051,7331,80180,9214,9284,25205,8469,9245,1277,6502,11977,2355,1838,4622,13163,46859,5134,11485,93292,5199,9131,27588,27755,22264,10076,950,6051,15491,20236,2320,15385,14318,12575,9460,39296,23931,13436,3197,101149,12741,14315,11690,0,10092,15572,6862,363535,15448,15517,5445,15184,5282,3481,337777,12510,4727,23692,16724,8205,0,18934,7469,7406,10713,5635,9409,7703,5587,194690,724,15335,46347,10330,10424
227,14982,1083,18323,17140,403,6663,2775,1149,2946,1745,9204,7067,418,3535,6425,5216,28457,3146,2476,10320,10730,2177,453,1785,3935,637,783,2804,4098,5751,4672,8380,34774,636,3401,6500,3224,4796,13855,2610,3138,6704,5100,506,7537,5435,3374,1817,16162,10095,7801,2105,49217,7731,8440,719,0,2626,5894,4727,137916,3665,4742,66,8509,5614,2526,277279,7079,3154,6697,8379,5771,7660,6079,3309,3141,5527,4558,2266,7316,2736,78079,444,8057,19898,3066,2587
228,7169,8938,7989,25982,20472,1297,6578,5551,2799,7371,37531,13433,4864,6373,14376,6502,41467,9791,2776,24163,1401,25058,2018,15081,31273,2802,7038,9690,28954,8432,634,4644,52868,9205,1399,19767,8893,35190,6,4595,10171,3096,12858,2124,16580,16137,2109,3087,2529,48801,7156,3806,56124,6625,16714,4131,7748,6031,13117,5046,199352,5465,6454,64406,30023,7718,1687,55264,10020,9110,0,19082,398,4580,1,11188,3597,2962,8237,5837,2963,4460,58217,1109,3252,3171,5,4071
229,1140,60,835,293,198,230,152,191,134,56,473,233,66,192,245,106,1061,171,241,290,155,119,17,93,196,12,34,147,138,122,62,158,1207,67,120,319,181,303,154,113,165,81,76,122,187,218,83,112,562,446,440,208,1174,394,286,84,65,72,179,142,2607,77,111,175,390,78,50,13040,126,294,132,334,124,51,39,119,124,128,58,59,101,113,2148,53,335,1076,164,152
230,4872,196,5028,1217,274,1349,359,548,385,246,3491,1632,408,1097,1662,389,8061,881,1234,1182,989,682,131,647,1402,302,392,1083,456,1350,959,792,5107,545,147,1314,632,1268,725,1006,1113,942,509,756,850,1697,768,152,3082,2273,5833,329,4330,1741,970,365,427,626,740,921,16921,383,853,272,1577,1017,409,50788,1161,914,761,2836,759,994,333,1004,399,1266,918,412,299,293,10664,350,1935,5496,602,796
